,road,km,type,LRPName,name,length,condition,structureNr,roadName,chainage,width,constructionYear,spans,zone,circle,division,sub-division,lat,lon,EstimatedLoc
1852,N8,187.909,Box Culvert,LRP189a,.,6.8,A,109784,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road,187.909,12.15,1997.0,1.0,Barisal,Patuakhali,Patuakhali,Patuakhali,22.4791666666666,90.3416666666666,bcs1
1853,N8,192.201,RCC Girder Bridge,LRP193a,.,78.61,A,109789,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road,192.201,9.45,2004.0,3.0,Barisal,Patuakhali,Patuakhali,Patuakhali,22.4394444444444,90.3383333333333,bcs1
1854,N8,193.955,Box Culvert,LRP195a,.,6.8,A,109791,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road,193.955,9.65,1997.0,1.0,Barisal,Patuakhali,Patuakhali,Patuakhali,22.4258333333333,90.3325,bcs1
1855,N8,194.465,Box Culvert,LRP195b,.,5.1,A,109795,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road,194.465,12.0,1997.0,1.0,Barisal,Patuakhali,Patuakhali,Patuakhali,22.4216666666666,90.3302777777777,bcs1
1856,N8,194.671,RCC Girder Bridge,LRP196a,.,12.85,A,109799,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road,194.671,7.85,1994.0,1.0,Barisal,Patuakhali,Patuakhali,Patuakhali,22.42,90.3294444444444,bcs1
1857,N8,194.671,RCC Girder Bridge,LRP196a,Moddho Badorpur Bridge,12.95,A,118997,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road,194.671,,,,Barisal,Patuakhali,Patuakhali,Patuakhali,22.4487086595505,90.3400982377528,road_interpolate
1858,N8,195.581,RCC Girder Bridge,LRP196c,.,12.9,A,109805,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road,195.581,7.9,1995.0,1.0,Barisal,Patuakhali,Patuakhali,Patuakhali,22.4119444444444,90.3275,bcs1
1859,N8,196.339,Box Culvert,LRP197a,.,5.1,A,109812,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road,196.339,12.1,1994.0,1.0,Barisal,Patuakhali,Patuakhali,Patuakhali,22.4055555555555,90.3247222222222,bcs1
1860,N8,196.664,Box Culvert,LRP198a,.,5.15,A,109816,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road,196.664,9.65,1997.0,1.0,Barisal,Patuakhali,Patuakhali,Patuakhali,22.4030555555555,90.3236111111111,bcs1
1861,N8,197.158,Box Culvert,LRP198b,.,5.1,A,109824,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road,197.158,12.0,1996.0,1.0,Barisal,Patuakhali,Patuakhali,Patuakhali,22.3988888888888,90.3213888888888,bcs1
1862,N8,197.413,Baily with Steel Deck,LRP198c,.,73.54,A,113793,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road,197.413,3.9,1997.0,3.0,Barisal,Patuakhali,Patuakhali,Patuakhali,22.3969444444444,90.3202777777777,bcs1
1863,N8,197.979,Box Culvert,LRP199a,.,5.1,A,113794,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road,197.979,12.0,1996.0,1.0,Barisal,Patuakhali,Patuakhali,Patuakhali,22.3922222222222,90.3191666666666,bcs1
1864,N8,198.564,Box Culvert,LRP199b,.,10.1,A,113795,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road,198.564,9.7,1995.0,2.0,Barisal,Patuakhali,Patuakhali,Patuakhali,22.3869444444444,90.3197222222222,bcs1
1865,N8,198.955,RCC Girder Bridge,LRP200a,Sheyalir Bridge,13.0,A,119008,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road,198.955,,,,Barisal,Patuakhali,Patuakhali,Patuakhali,22.4029167,90.3234993,road_precise
1866,N8,198.955,RCC Girder Bridge,LRP200a,.,13.0,A,113796,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road,198.955,7.9,1996.0,1.0,Barisal,Patuakhali,Patuakhali,Patuakhali,22.3833333333333,90.3202777777777,bcs1
1867,N8,199.222,Baily with Steel Deck,LRP200c,Sheyali Bailey,21.53,A,119011,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road,199.222,,,,Barisal,Patuakhali,Patuakhali,Patuakhali,22.3970552,90.3201938,road_precise
1868,N102,0.984,Box Culvert,LRPSc,PORISPUR BOX CULVERT,3.0,A,101312,Comilla (Mainamati)-Brahmanbaria (Sarail) Road,0.984,9.7,1988.0,1.0,Comilla,Comilla,Comilla,Gouripur,23.4865277777777,91.1133611111111,bcs1
1869,N102,2.059,Box Culvert,LRP002a,Brorechon,1.5,A,114920,Comilla (Mainamati)-Brahmanbaria (Sarail) Road,2.059,9.7,2000.0,1.0,Comilla,Comilla,Comilla,Gouripur,23.49375,91.1064722222222,bcs1
1870,N102,2.363,Box Culvert,LRP002b,SHABAR BAZAR,1.6,A,101250,Comilla (Mainamati)-Brahmanbaria (Sarail) Road,2.363,9.9,2000.0,1.0,Comilla,Comilla,Comilla,Gouripur,23.4963888888888,91.1059444444444,bcs1
1871,N102,2.511,Box Culvert,LRP002c,ZUMUR BOX CULVERT,1.4,A,101252,Comilla (Mainamati)-Brahmanbaria (Sarail) Road,2.511,12.3,1992.0,1.0,Comilla,Comilla,Comilla,Gouripur,23.4977222222222,91.1056388888888,bcs1
1872,N102,8.475,RCC Girder Bridge,LRP008a,Barura Bridge,17.8,A,120408,Comilla (Mainamati)-Brahmanbaria (Sarail) Road,8.475,,,,Comilla,Comilla,Comilla,Gouripur,23.5421941,91.0742493,road_precise
1873,N102,8.475,RCC Girder Bridge,LRP008a,BARUARA BRIDGE.,17.8,A,101284,Comilla (Mainamati)-Brahmanbaria (Sarail) Road,8.475,10.0,1998.0,1.0,Comilla,Comilla,Comilla,Gouripur,23.5422222222222,91.0742777777777,bcs1
1874,N102,9.685,Box Culvert,LRP009a,KONSENOGOR BOX CUL,3.0,A,101288,Comilla (Mainamati)-Brahmanbaria (Sarail) Road,9.685,7.1,1980.0,1.0,Comilla,Comilla,Comilla,Gouripur,23.5501944444444,91.06625,bcs1
1875,N102,10.53,Slab Culvert,LRP010c,CONSUNAGAR SLAB,0.9,A,108189,Comilla (Mainamati)-Brahmanbaria (Sarail) Road,10.53,9.8,1998.0,1.0,Comilla,Comilla,Comilla,Gouripur,23.5551666666666,91.0600833333333,bcs1
1876,N102,11.876,Box Culvert,LRP011a,HATAMARA BOX CULVERT.,3.2,A,101290,Comilla (Mainamati)-Brahmanbaria (Sarail) Road,11.876,12.2,1998.0,1.0,Comilla,Comilla,Comilla,Gouripur,23.5661388888888,91.0553055555555,bcs1
1877,N102,15.109,Box Culvert,LRP015a,BUGRABUS BOX CULVERT,5.7,A,101293,Comilla (Mainamati)-Brahmanbaria (Sarail) Road,15.109,7.0,1980.0,2.0,Comilla,Comilla,Comilla,Gouripur,23.5827222222222,91.0352777777777,bcs1
1878,N102,17.318,Box Culvert,LRP017a,BHIRALLA BOX CULVERT,3.0,A,101294,Comilla (Mainamati)-Brahmanbaria (Sarail) Road,17.318,12.2,2001.0,1.0,Comilla,Comilla,Comilla,Gouripur,23.5880277777777,91.0157777777777,bcs1
1879,N102,19.122,Box Culvert,LRP019a,BARRA (3)BOX CULVERT,6.0,A,101297,Comilla (Mainamati)-Brahmanbaria (Sarail) Road,19.122,9.7,1982.0,1.0,Comilla,Comilla,Comilla,Gouripur,23.5945,90.9996666666666,bcs1
1880,N102,19.479,Box Culvert,LRP019b,BARRA 2 BOX CUL,2.5,A,101298,Comilla (Mainamati)-Brahmanbaria (Sarail) Road,19.479,12.7,1990.0,1.0,Comilla,Comilla,Comilla,Gouripur,23.5966388888888,90.9970555555555,bcs1
1881,N102,21.478,Arch Masonry,LRP021b,Boro Alompur Arch Masonary,1.3,A,101342,Comilla (Mainamati)-Brahmanbaria (Sarail) Road,21.478,10.3,1982.0,1.0,Comilla,Comilla,Comilla,Gouripur,23.61,90.9858333333333,bcs1
1882,N102,21.519,Box Culvert,LRP021c,DABIDDAR CULVERT,2.8,A,101301,Comilla (Mainamati)-Brahmanbaria (Sarail) Road,21.519,9.7,1993.0,1.0,Comilla,Comilla,Comilla,Gouripur,23.6101666666666,90.9854722222222,bcs1
1883,N102,22.669,Box Culvert,LRP022a,SAIRCHOR BOX CULVERT,9.6,A,101310,Comilla (Mainamati)-Brahmanbaria (Sarail) Road,22.669,12.7,1992.0,3.0,Comilla,Comilla,Comilla,Gouripur,23.6165,90.9769444444444,bcs1
1884,N102,23.564,RCC Girder Bridge,LRP023b,Bangl Bari Bridge,33.45,A,120410,Comilla (Mainamati)-Brahmanbaria (Sarail) Road,23.564,,,,Comilla,Comilla,Comilla,Gouripur,23.623916,90.9726382,road_precise
1885,N102,23.564,RCC Girder Bridge,LRP023b,Bingla Bari Bridge,33.4,A,101328,Comilla (Mainamati)-Brahmanbaria (Sarail) Road,23.564,9.7,1994.0,3.0,Comilla,Comilla,Comilla,Gouripur,23.6236388888888,90.9728888888888,bcs1
1886,N102,24.808,RCC Girder Bridge,LRP024b,Compani Ganj Bridge,113.9,A,120412,Comilla (Mainamati)-Brahmanbaria (Sarail) Road,24.808,,,,Comilla,Comilla,Comilla,Gouripur,23.6341663,90.9707771,road_precise
1887,N102,24.808,RCC Girder Bridge,LRP024b,Companigong RCC Girder Bridge,113.8,A,101333,Comilla (Mainamati)-Brahmanbaria (Sarail) Road,24.808,9.1,1980.0,5.0,Comilla,Comilla,Comilla,Gouripur,23.6341944444444,90.97075,bcs1
1888,N102,25.791,Box Culvert,LRP025b,Nagorpar Box Culvert,9.4,A,101336,Comilla (Mainamati)-Brahmanbaria (Sarail) Road,25.791,8.2,1974.0,2.0,Comilla,Comilla,Comilla,Gouripur,23.6430555555555,90.9710833333333,bcs1
1889,N102,26.614,Box Culvert,LRP026a,KATAKHALI BOX CULVERT,9.3,A,101337,Comilla (Mainamati)-Brahmanbaria (Sarail) Road,26.614,8.2,1980.0,2.0,Comilla,Comilla,Comilla,Gouripur,23.6504722222222,90.9713333333333,bcs1
1890,N102,28.594,Box Culvert,LRP028c,DHARIA BOX CULVERT,12.3,A,101314,Comilla (Mainamati)-Brahmanbaria (Sarail) Road,28.594,8.2,1974.0,2.0,Comilla,Comilla,Comilla,Gouripur,23.6611111111111,90.9860833333333,bcs1
1891,N102,29.3,Box Culvert,LRP029a,BAHARNAGOR BOX CULVERT,6.0,A,101316,Comilla (Mainamati)-Brahmanbaria (Sarail) Road,29.3,12.4,1992.0,1.0,Comilla,Comilla,Comilla,Gouripur,23.6646944444444,90.9918055555555,bcs1
1892,N102,29.509,RCC Girder Bridge,LRP029b,CMB Bazar Bridge,40.0,A,120416,Comilla (Mainamati)-Brahmanbaria (Sarail) Road,29.509,,,,Comilla,Comilla,Comilla,Gouripur,23.6657222,90.9934719,road_precise
1893,N102,29.841,Box Culvert,LRP029d,C. M. B BAZAR BOX CUVERT,12.6,A,101326,Comilla (Mainamati)-Brahmanbaria (Sarail) Road,29.841,8.2,1990.0,2.0,Comilla,Comilla,Comilla,Gouripur,23.6675,90.9961388888889,bcs1
1894,N102,33.647,Box Culvert,LRP033c,SHALGANG BOX CULVERT,9.4,A,101319,Comilla (Mainamati)-Brahmanbaria (Sarail) Road,33.647,8.1,1967.0,2.0,Comilla,Comilla,Comilla,Gouripur,23.6874444444444,91.0265,bcs1
1895,N102,34.515,Box Culvert,LRP034b,BROSALGAR CULVERT,9.5,A,101340,Comilla (Mainamati)-Brahmanbaria (Sarail) Road,34.515,12.0,1992.0,2.0,Comilla,Comilla,Comilla,Gouripur,23.69225,91.0331388888888,bcs1
1896,N102,36.207,Box Culvert,LRP036a,HAJIBARI BOX CULVERT,6.5,A,101330,Comilla (Mainamati)-Brahmanbaria (Sarail) Road,36.207,9.5,1980.0,1.0,Comilla,Comilla,Comilla,Gouripur,23.7014722222222,91.04625,bcs1
1897,N102,36.703,Box Culvert,LRP036b,MOULSBI BARI CULVERT,12.2,A,101321,Comilla (Mainamati)-Brahmanbaria (Sarail) Road,36.703,8.6,1976.0,2.0,Comilla,Comilla,Comilla,Gouripur,23.70425,91.0501666666666,bcs1
1898,N102,36.877,Box Culvert,LRP036d,BRAMMON PARA BOX CULVERT,12.2,A,101339,Comilla (Mainamati)-Brahmanbaria (Sarail) Road,36.877,8.2,1970.0,3.0,Comilla,Comilla,Comilla,Gouripur,23.70525,91.0514166666666,bcs1
1899,N102,37.737,Slab Culvert,LRP037c,MUDOBPUR CULVERT,4.8,A,101274,Comilla (Mainamati)-Brahmanbaria (Sarail) Road,37.737,9.4,1978.0,1.0,Comilla,Comilla,Comilla,Gouripur,23.7103611111111,91.0576944444444,bcs1
1900,N102,37.955,Box Culvert,LRP037d,MIRPUR CULVERT,4.65,A,101272,Comilla (Mainamati)-Brahmanbaria (Sarail) Road,37.955,9.4,1986.0,1.0,Comilla,Comilla,Comilla,Gouripur,23.7116944444444,91.0593055555555,bcs1
1901,N102,38.49,Box Culvert,LRP038b,MURPUR BOX,12.5,A,101273,Comilla (Mainamati)-Brahmanbaria (Sarail) Road,38.49,8.3,1965.0,3.0,Comilla,Comilla,Comilla,Gouripur,23.7148333333333,91.0632777777777,bcs1
1902,N102,38.952,Box Culvert,LRP038d,TALIPARA BOX CULVERT,6.2,A,101276,Comilla (Mainamati)-Brahmanbaria (Sarail) Road,38.952,9.5,1967.0,1.0,Comilla,Comilla,Comilla,Gouripur,23.7176944444444,91.0666666666666,bcs1
1903,N102,40.291,RCC Girder Bridge,LRP040a,KalaMoira Bridge,54.31,A,119794,Comilla (Mainamati)-Brahmanbaria (Sarail) Road,40.291,,,,Comilla,Comilla,Brahmanbaria,Brahmanbaria,23.7250827,91.0765271,road_precise
1904,N102,43.708,Box Culvert,LRP043a,CHOW MONI BOX CULVERT,12.2,A,101281,Comilla (Mainamati)-Brahmanbaria (Sarail) Road,43.708,8.2,1967.0,2.0,Comilla,Comilla,Brahmanbaria,Brahmanbaria,23.7514166666666,91.0935555555555,bcs1
1905,N102,44.355,RCC Girder Bridge,LRP044a,CHOTICHOIMOHARI RCC GIDER BRIGDE,46.5,A,101308,Comilla (Mainamati)-Brahmanbaria (Sarail) Road,44.355,9.4,1980.0,3.0,Comilla,Comilla,Brahmanbaria,Brahmanbaria,23.7554166666666,91.0981666666666,bcs1
1906,N102,44.355,RCC Girder Bridge,LRP044a,Kuchi chuani er Bridge,37.0,A,119797,Comilla (Mainamati)-Brahmanbaria (Sarail) Road,44.355,,,,Comilla,Comilla,Brahmanbaria,Brahmanbaria,23.7554167,91.0981386,road_precise
1907,N102,45.274,Box Culvert,LRP045a,GOLA SHAR BOX CULVERT,6.0,A,101286,Comilla (Mainamati)-Brahmanbaria (Sarail) Road,45.274,9.5,1985.0,1.0,Comilla,Comilla,Brahmanbaria,Brahmanbaria,23.7610555555555,91.1047777777777,bcs1
1908,N102,46.694,RCC Bridge,LRP046a,Kharer bazar Bridge,17.0,A,119798,Comilla (Mainamati)-Brahmanbaria (Sarail) Road,46.694,,,,Comilla,Comilla,Brahmanbaria,Brahmanbaria,23.7531944,91.1148611,road_precise
1909,N102,46.694,RCC Bridge,LRP046a,KHARERA BRIDGE,14.5,A,101287,Comilla (Mainamati)-Brahmanbaria (Sarail) Road,46.694,8.9,1986.0,1.0,Comilla,Comilla,Brahmanbaria,Brahmanbaria,23.7698611111111,91.1148888888888,bcs1
1910,N102,50.488,Box Culvert,LRP050a,SOYDABAD BOX CULVERT,12.2,A,101332,Comilla (Mainamati)-Brahmanbaria (Sarail) Road,50.488,8.3,1987.0,2.0,Comilla,Comilla,Brahmanbaria,Brahmanbaria,23.7913611111111,91.14375,bcs1
1911,N102,50.862,RCC Girder Bridge,LRP050c,Saidabad Bridge,20.6,A,119799,Comilla (Mainamati)-Brahmanbaria (Sarail) Road,50.862,,,,Comilla,Comilla,Brahmanbaria,Brahmanbaria,23.7923191,91.1452219,road_precise
1912,N102,52.474,RCC Girder Bridge,LRP052a,TILLACK PUR RCC GIDER BRIDGE,49.65,A,101307,Comilla (Mainamati)-Brahmanbaria (Sarail) Road,52.474,7.2,1989.0,3.0,Comilla,Comilla,Brahmanbaria,Brahmanbaria,23.8067222222222,91.1513888888888,bcs1
1913,N102,55.346,Box Culvert,LRP055c,MATIA PARA BOX CULVERT,4.6,A,101309,Comilla (Mainamati)-Brahmanbaria (Sarail) Road,55.346,9.5,1989.0,1.0,Comilla,Comilla,Brahmanbaria,Brahmanbaria,23.8322777777777,91.1555,bcs1
1914,N102,56.766,PC Girder Bridge,LRP056b,Dhorkhar Bridge,167.14,A,119805,Comilla (Mainamati)-Brahmanbaria (Sarail) Road,56.766,,,,Comilla,Comilla,Brahmanbaria,Brahmanbaria,23.8450274,91.1571389,road_precise
1915,N102,58.681,PC Girder Bridge,LRP058a,PUJANESHAR PC GIRDER,34.2,A,101295,Comilla (Mainamati)-Brahmanbaria (Sarail) Road,58.681,10.0,1989.0,1.0,Comilla,Comilla,Brahmanbaria,Brahmanbaria,23.8605833333333,91.1552777777777,bcs1
1916,N102,62.377,Box Culvert,LRP062b,SULTANPUR BOX CULVERT,5.5,A,101305,Comilla (Mainamati)-Brahmanbaria (Sarail) Road,62.377,9.6,1988.0,1.0,Comilla,Comilla,Brahmanbaria,Brahmanbaria,23.8870277777777,91.1341388888889,bcs1
1917,N102,63.039,Box Culvert,LRP062c,SULTANPUR BOX CULVERT,5.6,A,101306,Comilla (Mainamati)-Brahmanbaria (Sarail) Road,63.039,9.25,1983.0,1.0,Comilla,Comilla,Brahmanbaria,Brahmanbaria,23.8924166666666,91.1313333333333,bcs1
1918,N102,63.311,RCC Bridge,LRP063a,SULTANPUR RCC BRIDGE,21.2,A,101269,Comilla (Mainamati)-Brahmanbaria (Sarail) Road,63.311,9.1,1967.0,3.0,Comilla,Comilla,Brahmanbaria,Brahmanbaria,23.8945833333333,91.1301111111111,bcs1
1919,N102,64.608,PC Girder Bridge,LRP064b,RADHAKA BRIDGE.,48.9,A,101263,Comilla (Mainamati)-Brahmanbaria (Sarail) Road,64.608,10.0,2001.0,2.0,Comilla,Comilla,Brahmanbaria,Brahmanbaria,23.9056111111111,91.1258611111111,bcs1
1920,N102,65.72,Box Culvert,LRP065a,OUSURA BOX CULVERT,5.6,A,101260,Comilla (Mainamati)-Brahmanbaria (Sarail) Road,65.72,9.9,1989.0,1.0,Comilla,Comilla,Brahmanbaria,Brahmanbaria,23.9166388888888,91.1226666666666,bcs1
1921,N102,66.71,Box Culvert,LRP066a,UZURA CULVERT,5.6,A,101257,Comilla (Mainamati)-Brahmanbaria (Sarail) Road,66.71,10.0,1983.0,1.0,Comilla,Comilla,Brahmanbaria,Brahmanbaria,23.9237777777777,91.1198333333333,bcs1
1922,N102,73.118,RCC Girder Bridge,LRP073e,Dakhin Pouro tala bridge,32.15,A,119817,Comilla (Mainamati)-Brahmanbaria (Sarail) Road,73.118,,,,Comilla,Comilla,Brahmanbaria,Brahmanbaria,23.9679353219827,91.1013978806034,road_interpolate
1923,N102,77.75,Box Culvert,LRP078a,SUHILPUR MIRHATI BOX CULVERT,3.0,A,101264,Comilla (Mainamati)-Brahmanbaria (Sarail) Road,77.75,7.1,1968.0,1.0,Comilla,Comilla,Brahmanbaria,Brahmanbaria,24.0098888888888,91.1093611111111,bcs1
1924,N102,78.587,Box Culvert,LRP079a,SUHIL PUR BOX CULVERT,7.0,A,101266,Comilla (Mainamati)-Brahmanbaria (Sarail) Road,78.587,7.1,1965.0,2.0,Comilla,Comilla,Brahmanbaria,Brahmanbaria,24.0173611111111,91.0769444444444,bcs1
1925,N102,81.779,Box Culvert,LRP082a,BATHBARIA BOX CULVERT,3.0,A,101268,Comilla (Mainamati)-Brahmanbaria (Sarail) Road,81.779,7.1,1984.0,1.0,Comilla,Comilla,Brahmanbaria,Brahmanbaria,24.0458611111111,91.1146944444444,bcs1
1926,N104,0.349,Slab Culvert,LRPSa,Shasaugtachha culvert,3.65,A,114369,Feni-Noakhali Road,0.349,6.5,1980.0,1.0,Comilla,Noakhali,Feni,Feni-1,23.00947225,91.397333,bcs1
1927,N104,7.882,Box Culvert,LRP008a,SILONIA BOX CVLVERT,1.9,A,101826,Feni-Noakhali Road,7.882,11.0,1968.0,1.0,Comilla,Noakhali,Feni,Feni-1,22.9836944444444,91.339,bcs1
1928,N104,8.075,PC Girder Bridge,LRP008b,SILONIA PC GIDER BRIDGE,87.3,A,101834,Feni-Noakhali Road,8.075,9.6,2001.0,3.0,Comilla,Noakhali,Feni,Feni-1,22.9825277777777,91.3374166666666,bcs1
1929,N104,10.51,Box Culvert,LRP010a,BAKER BAZAR BOX CULVERT,3.0,A,101829,Feni-Noakhali Road,10.51,11.0,1989.0,1.0,Comilla,Noakhali,Feni,Feni-1,22.9610833333333,91.3330277777777,bcs1
1930,N104,11.616,RCC Girder Bridge,LRP011a,Matuvhuia Bridge,48.71,A,121152,Feni-Noakhali Road,11.616,,,,Comilla,Noakhali,Feni,Feni-1,22.9538611,91.326166,road_precise
1931,N104,11.616,RCC Girder Bridge,LRP011a,SAHID SLAM SHETU,48.1,A,101811,Feni-Noakhali Road,11.616,8.35,1978.0,3.0,Comilla,Noakhali,Feni,Feni-1,22.9539166666666,91.3261944444444,bcs1
1932,N104,17.41,RCC Bridge,LRP017b,RAMNAGAR BRIGE,6.0,A,101821,Feni-Noakhali Road,17.41,8.3,1990.0,1.0,Comilla,Noakhali,Feni,Feni-1,22.940596900000003,91.2787077,bcs1
1933,N104,18.717,Slab Culvert,LRP019a,RAMNAGAR SIAB CULVERT,2.5,A,101818,Feni-Noakhali Road,18.717,7.9,1965.0,1.0,Comilla,Noakhali,Feni,Feni-1,22.9440277777777,91.2643333333333,bcs1
1934,N104,25.02,Slab Culvert,LRP025a,SOMIR BAZAR SLAB CULVERT,2.5,A,101828,Feni-Noakhali Road,25.02,7.9,1970.0,1.0,Comilla,Noakhali,Noakhali,Noakhali,22.9545555555555,91.20775,bcs1
1935,N104,28.457,Box Culvert,LRP028a,BAROPAL SLAB CULVERT,9.1,A,101815,Feni-Noakhali Road,28.457,12.6,1981.0,2.0,Comilla,Noakhali,Noakhali,Noakhali,22.9496944444444,91.1749722222222,bcs1
1936,N104,33.81,PC Girder Bridge,LRP034a,Choumohni Bazar(Left),20.5,A,114956,Feni-Noakhali Road,33.81,7.8,1996.0,1.0,Comilla,Noakhali,Noakhali,Noakhali,22.946,91.1233888888888,bcs1
1937,N104,33.81,PC Girder Bridge,LRP034a,Chowmohoni Bazar(right),20.5,A,114957,Feni-Noakhali Road,33.81,7.8,1996.0,1.0,Comilla,Noakhali,Noakhali,Noakhali,22.946,91.1233888888888,bcs1
1938,N104,36.331,Box Culvert,LRP036a,ALIPUR BOX CULVERT,3.1,A,101859,Feni-Noakhali Road,36.331,12.1,1990.0,1.0,Comilla,Noakhali,Noakhali,Noakhali,22.9393611111111,91.1041666666666,bcs1
1939,N104,36.7,Box Culvert,LRP036b,CONTRACTOR MOSJIDE BOX CULNERT,6.5,A,101856,Feni-Noakhali Road,36.7,7.2,1960.0,1.0,Comilla,Noakhali,Noakhali,Noakhali,22.9360277777777,91.1041666666666,bcs1
1940,N104,40.719,Box Culvert,LRP040b,KABOWA BAZAR BOX CULVERT,9.4,A,101868,Feni-Noakhali Road,40.719,11.5,1993.0,2.0,Comilla,Noakhali,Noakhali,Noakhali,22.9002222222222,91.0993055555555,bcs1
1941,N104,44.84,Box Culvert,LRP044d,BOXSI MAZIR BOX CULVERT,6.4,A,101865,Feni-Noakhali Road,44.84,16.0,1965.0,1.0,Comilla,Noakhali,Noakhali,Noakhali,22.8633888888888,91.0968055555555,bcs1
1942,N104,45.109,Box Culvert,LRP045a,GAPTANG BOX CULVERT,6.5,A,101858,Feni-Noakhali Road,45.109,15.3,1998.0,2.0,Comilla,Noakhali,Noakhali,Noakhali,22.8610277777777,91.09625,bcs1
1943,N104,48.19,Box Culvert,LRP047c,OUTTOR SONAPUR BOX CULVERT,2.0,A,101842,Feni-Noakhali Road,48.19,12.5,2000.0,1.0,Comilla,Noakhali,Noakhali,Noakhali,22.8344166666666,91.1005,bcs1
1944,N104,48.939,Box Culvert,LRP048b,SONAMIPUR BOX CULVERT,3.0,A,101830,Feni-Noakhali Road,48.939,7.4,1969.0,1.0,Comilla,Noakhali,Noakhali,Noakhali,22.8280833333333,91.1012222222222,bcs1
1945,N105,1.1,Box Culvert,LRP001a,MODONPUR COLLEGE,6.25,A,107908,Madanpur (13th Km of N1)-Joydevpur(3rd Km of N4),1.1,21.3,2003.0,1.0,Dhaka,Dhaka,Narayanganj,Vitikandi,23.6985555555555,90.5515277777777,bcs1
1946,N105,2.313,Box Culvert,LRP002a,LALADI CULVERT,6.1,A,107917,Madanpur (13th Km of N1)-Joydevpur(3rd Km of N4),2.313,21.3,1993.0,1.0,Dhaka,Dhaka,Narayanganj,Vitikandi,23.7073055555555,90.5607777777777,bcs1
1947,N105,3.769,Box Culvert,LRP003a,KHAJLA PUR,6.0,A,107921,Madanpur (13th Km of N1)-Joydevpur(3rd Km of N4),3.769,21.3,2003.0,1.0,Dhaka,Dhaka,Narayanganj,Vitikandi,23.7161666666666,90.5701111111111,bcs1
1948,N105,5.641,Box Culvert,LRP005c,KAZI PARA,6.1,A,107927,Madanpur (13th Km of N1)-Joydevpur(3rd Km of N4),5.641,15.25,2003.0,1.0,Dhaka,Dhaka,Narayanganj,Vitikandi,23.7276944444444,90.5834444444444,bcs1
1949,N105,6.178,Box Culvert,LRP006a,BOSTROL CULVERT,6.0,A,107929,Madanpur (13th Km of N1)-Joydevpur(3rd Km of N4),6.178,15.2,2003.0,1.0,Dhaka,Dhaka,Narayanganj,Vitikandi,23.7309999999999,90.5872777777777,bcs1
1950,N105,16.585,Box Culvert,LRP017a,BRAAMAN,10.4,A,114449,Madanpur (13th Km of N1)-Joydevpur(3rd Km of N4),16.585,20.0,2001.0,2.0,Dhaka,Dhaka,Narayanganj,Narayanganj-1,23.8456388888888,90.5400277777777,bcs1
1951,N105,16.791,Box Culvert,LRP017b,BRAMMAN KALY,6.2,A,114450,Madanpur (13th Km of N1)-Joydevpur(3rd Km of N4),16.791,21.4,2002.0,1.0,Dhaka,Dhaka,Narayanganj,Narayanganj-1,23.8351388888888,90.5399444444444,bcs1
1952,N105,17.39,Box Culvert,LRP017c,SHIMOLIA,6.0,A,114451,Madanpur (13th Km of N1)-Joydevpur(3rd Km of N4),17.39,22.0,2003.0,1.0,Dhaka,Dhaka,Narayanganj,Narayanganj-1,23.8393888888888,90.5361666666666,bcs1
1953,N105,18.846,Box Culvert,LRP019a,MAZIPARA,4.6,A,114452,Madanpur (13th Km of N1)-Joydevpur(3rd Km of N4),18.846,18.3,2004.0,1.0,Dhaka,Dhaka,Narayanganj,Narayanganj-1,23.8492777777777,90.5269722222222,bcs1
1954,N105,20.374,Box Culvert,LRP020c,CHAPRA,4.5,A,114453,Madanpur (13th Km of N1)-Joydevpur(3rd Km of N4),20.374,18.4,2002.0,1.0,Dhaka,Dhaka,Narayanganj,Narayanganj-1,23.8601944444444,90.5179722222222,bcs1
1955,N105,20.625,Box Culvert,LRP021a,CHAPRY,4.5,A,114454,Madanpur (13th Km of N1)-Joydevpur(3rd Km of N4),20.625,18.3,2003.0,1.0,Dhaka,Dhaka,Narayanganj,Narayanganj-1,23.86225,90.5168055555555,bcs1
